Country,cause,val
Somalia,Neurological disorders,1164.4403
Palau,HIV/AIDS and sexually transmitted infections,2.130766598
Palau,Respiratory infections and tuberculosis,18.48002167
Puerto Rico,Nutritional deficiencies,107.6259635
Peru,Nutritional deficiencies,1300.218028
Togo,Digestive diseases,2330.093649
Togo,Unintentional injuries,1298.049116
Belgium,Neurological disorders,9090.026082
Belgium,Mental disorders,2.329186572
Chad,Musculoskeletal disorders,49.0350542
Chad,Other non-communicable diseases,6323.179041
Democratic Republic of the Congo,Self-harm and interpersonal violence,10570.33136
Algeria,Chronic respiratory diseases,7527.834018
Algeria,Transport injuries,11368.41024
Democratic Republic of the Congo,HIV/AIDS and sexually transmitted infections,15760.22453
Democratic Republic of the Congo,Respiratory infections and tuberculosis,91068.73998
Democratic Republic of the Congo,Enteric infections,38987.64822
Democratic Republic of the Congo,Other infectious diseases,21014.38856
Democratic Republic of the Congo,Maternal and neonatal disorders,53095.54132
Slovakia,Unintentional injuries,1434.959937
Solomon Islands,Digestive diseases,191.6282981
Solomon Islands,Unintentional injuries,309.5092607
Turkey,Mental disorders,1.894063459
Turkey,Self-harm and interpersonal violence,4509.598017
Barbados,Respiratory infections and tuberculosis,166.2455765
Barbados,Enteric infections,5.055181943
Barbados,Other infectious diseases,13.34335155
Barbados,Maternal and neonatal disorders,21.2985767
Barbados,Substance use disorders,8.474038344
Barbados,Diabetes and kidney diseases,434.668514
Belize,Nutritional deficiencies,12.95288988
Maldives,Transport injuries,23.38584703
Bahamas,Self-harm and interpersonal violence,123.170615
Mozambique,Skin and subcutaneous diseases,282.0646769
Mozambique,Transport injuries,5416.972001
Mozambique,Maternal and neonatal disorders,26389.12212
Democratic Republic of the Congo,Other non-communicable diseases,19377.52629
Democratic Republic of the Congo,Skin and subcutaneous diseases,632.8027241
Togo,HIV/AIDS and sexually transmitted infections,3559.804105
Togo,Respiratory infections and tuberculosis,6483.726379
Togo,Enteric infections,6667.098318
Togo,Other infectious diseases,1147.614212
United Arab Emirates,Neurological disorders,540.856659
United Arab Emirates,Mental disorders,0.092160394
Turkey,Musculoskeletal disorders,964.8352414
Turkey,Other non-communicable diseases,9724.063715
Cuba,Skin and subcutaneous diseases,368.2114142
Cuba,Transport injuries,1146.367178
Cuba,Other infectious diseases,224.9059185
Cuba,Maternal and neonatal disorders,233.0130684
Cuba,Substance use disorders,600.4986953
Cuba,Diabetes and kidney diseases,4747.399403
Tonga,Self-harm and interpersonal violence,6.325953987
Bulgaria,HIV/AIDS and sexually transmitted infections,47.01191247
Bulgaria,Respiratory infections and tuberculosis,2114.403693
Bulgaria,Enteric infections,25.71909407
Bulgaria,Other infectious diseases,126.9310024
Bulgaria,Maternal and neonatal disorders,163.6789263
Sweden,Chronic respiratory diseases,4477.785478
Latvia,Musculoskeletal disorders,33.04686699
Latvia,Other non-communicable diseases,276.9766157
Somalia,Musculoskeletal disorders,69.06990899
Somalia,Other non-communicable diseases,6278.174586
Somalia,HIV/AIDS and sexually transmitted infections,4523.786687
Somalia,Respiratory infections and tuberculosis,41627.45845
Albania,Other infectious diseases,71.52965694
Albania,Maternal and neonatal disorders,164.1649432
Albania,Substance use disorders,47.0341017
Albania,Diabetes and kidney diseases,505.3120257
Congo,Neoplasms,3362.63707
Chad,HIV/AIDS and sexually transmitted infections,5965.801048
Chad,Respiratory infections and tuberculosis,26471.41546
Chad,Enteric infections,32078.69683
Chad,Other infectious diseases,11964.46893
Chad,Maternal and neonatal disorders,20585.93579
Algeria,Respiratory infections and tuberculosis,6233.209377
Algeria,Enteric infections,675.1424814
Algeria,Other infectious diseases,1270.650279
Algeria,Maternal and neonatal disorders,9393.845936
Algeria,Substance use disorders,636.7655025
Algeria,Diabetes and kidney diseases,13540.87305
Equatorial Guinea,Neglected tropical diseases and malaria,783.7370757
Algeria,Unintentional injuries,5314.599256
Croatia,Digestive diseases,2233.565324
Cuba,HIV/AIDS and sexually transmitted infections,355.0489334
Cuba,Respiratory infections and tuberculosis,7172.970082
Chad,Neglected tropical diseases and malaria,8119.468479
Maldives,Self-harm and interpersonal violence,29.95642954
Togo,Maternal and neonatal disorders,5068.818139
Syrian Arab Republic,HIV/AIDS and sexually transmitted infections,40.87604689
Syrian Arab Republic,Respiratory infections and tuberculosis,2367.790955
Syrian Arab Republic,Enteric infections,198.7736119
Syrian Arab Republic,Other infectious diseases,507.5277099
Syrian Arab Republic,Maternal and neonatal disorders,1135.175312
Rwanda,Substance use disorders,142.1807578
Rwanda,Diabetes and kidney diseases,3189.392164
United Arab Emirates,Self-harm and interpersonal violence,780.1582311
Sweden,Cardiovascular diseases,36086.684
Sweden,Musculoskeletal disorders,366.8143635
Sweden,Other non-communicable diseases,1265.541694
Colombia,Cardiovascular diseases,72628.6314
Colombia,Other non-communicable diseases,6307.779871
Somalia,Mental disorders,0.118271044
Puerto Rico,Digestive diseases,1653.602814
Samoa,HIV/AIDS and sexually transmitted infections,18.57456713
Samoa,Respiratory infections and tuberculosis,76.11980168
Samoa,Enteric infections,12.92374526
Samoa,Other infectious diseases,15.39674132
Samoa,Maternal and neonatal disorders,17.81648067
Croatia,Nutritional deficiencies,3.241692905
Belgium,Self-harm and interpersonal violence,2376.169474
Peru,Digestive diseases,11648.94141
Peru,Neurological disorders,9109.258448
Equatorial Guinea,Nutritional deficiencies,30.5721739
Somalia,Enteric infections,17208.78575
Somalia,Other infectious diseases,20927.93015
Somalia,Maternal and neonatal disorders,22770.6215
Somalia,Substance use disorders,166.4293045
United Republic of Tanzania,Nutritional deficiencies,6887.153156
Malaysia,Chronic respiratory diseases,7473.115965
Chad,Substance use disorders,102.6919886
Chad,Diabetes and kidney diseases,3539.051152
Equatorial Guinea,Chronic respiratory diseases,156.8528499
Palau,Chronic respiratory diseases,16.64424101
Belize,Neoplasms,299.4809057
Maldives,Unintentional injuries,71.13524658
Solomon Islands,Self-harm and interpersonal violence,178.1464162
Latvia,Skin and subcutaneous diseases,50.45852839
Latvia,Other infectious diseases,34.08982429
Latvia,Maternal and neonatal disorders,29.72717263
Latvia,Substance use disorders,335.5304646
Bosnia and Herzegovina,Neoplasms,9481.531899
Chad,Chronic respiratory diseases,2760.967508
Chad,Skin and subcutaneous diseases,137.6117657
Yemen,Neglected tropical diseases and malaria,5308.412914
Mozambique,Substance use disorders,392.8037061
Mozambique,Diabetes and kidney diseases,7394.163253
Democratic Republic of the Congo,Transport injuries,30934.29662
Democratic Republic of the Congo,Substance use disorders,888.9880078
Democratic Republic of the Congo,Diabetes and kidney diseases,19463.41107
Turkey,Skin and subcutaneous diseases,366.2390057
Turkey,Transport injuries,8324.39751
Turkey,Other infectious diseases,1389.196603
Turkey,Maternal and neonatal disorders,7227.302227
Portugal,Neglected tropical diseases and malaria,12.74724746
Portugal,Cardiovascular diseases,37353.43893
Sweden,Skin and subcutaneous diseases,365.867494
Sweden,Respiratory infections and tuberculosis,2931.694788
Sweden,Enteric infections,743.378607
Sweden,Other infectious diseases,233.2423258
Sweden,Transport injuries,420.4455178
Sweden,Unintentional injuries,2775.962726
Russian Federation,Neglected tropical diseases and malaria,101.3659681
Colombia,Skin and subcutaneous diseases,1387.080741
Colombia,Transport injuries,7731.565453
Vanuatu,Neglected tropical diseases and malaria,1.944425107
Croatia,Neoplasms,14023.90656
Croatia,Neurological disorders,2877.006025
Croatia,Mental disorders,0.187127666
Equatorial Guinea,Neurological disorders,107.8207364
Barbados,Neglected tropical diseases and malaria,2.093399908
Bahrain,Neoplasms,816.5601142
United Republic of Tanzania,Neoplasms,31416.66228
Colombia,Neglected tropical diseases and malaria,658.4082806
Côte d'Ivoire,Neoplasms,11586.7912
Côte d'Ivoire,Neurological disorders,2386.16486
Equatorial Guinea,Digestive diseases,233.9323485
Equatorial Guinea,Transport injuries,291.2752593
Yemen,Chronic respiratory diseases,5737.544316
Congo,Neurological disorders,521.6613714
Congo,Mental disorders,0.087537794
Latvia,Diabetes and kidney diseases,597.8904778
Chad,Transport injuries,2741.857444
Chad,Unintentional injuries,4155.604315
Bosnia and Herzegovina,Mental disorders,0.070223561
Puerto Rico,Neurological disorders,2573.49875
Cameroon,Cardiovascular diseases,26490.76946
Cyprus,Neglected tropical diseases and malaria,0.291091965
Sweden,Maternal and neonatal disorders,128.1857237
Sweden,Substance use disorders,848.5483664
Sweden,Diabetes and kidney diseases,4068.690354
Peru,Self-harm and interpersonal violence,2161.924592
United Republic of Tanzania,Neurological disorders,5635.220071
United Republic of Tanzania,Mental disorders,0.661172319
Vanuatu,Chronic respiratory diseases,171.9951493
Seychelles,Neoplasms,181.3042986
Equatorial Guinea,Mental disorders,0.026528585
Equatorial Guinea,Self-harm and interpersonal violence,131.965659
Syrian Arab Republic,Substance use disorders,214.3642989
Syrian Arab Republic,Diabetes and kidney diseases,4504.435285
Tunisia,Nutritional deficiencies,28.82137759
United Arab Emirates,Neglected tropical diseases and malaria,3.471047801
Slovenia,Cardiovascular diseases,7797.291312
Colombia,Chronic respiratory diseases,17772.26378
Samoa,Substance use disorders,3.13204442
Samoa,Diabetes and kidney diseases,185.176448
Bahrain,Cardiovascular diseases,1270.523524
Palau,Transport injuries,4.326550058
Palau,Unintentional injuries,10.8317106
Côte d'Ivoire,Mental disorders,0.214565349
Côte d'Ivoire,Self-harm and interpersonal violence,4296.658413
Equatorial Guinea,Unintentional injuries,124.8613272
Belize,Neurological disorders,71.70546287
Belize,Mental disorders,0.00165559
Malaysia,Digestive diseases,10072.28632
Malaysia,Transport injuries,8422.120902
Rwanda,Neoplasms,7143.140749
Equatorial Guinea,Neoplasms,601.957236
Turkey,Substance use disorders,585.0700682
Turkey,Diabetes and kidney diseases,38898.64051
United Republic of Tanzania,Self-harm and interpersonal violence,6721.332548
Lithuania,Neoplasms,7870.259396
Lithuania,Mental disorders,0.008096575
Bahrain,Mental disorders,0.006399689
Vanuatu,Transport injuries,72.69753535
Vanuatu,Unintentional injuries,78.62739635
Portugal,Chronic respiratory diseases,7051.852114
Colombia,Digestive diseases,11497.23734
Colombia,Unintentional injuries,5091.569277
Bahrain,Musculoskeletal disorders,14.40899892
Bahrain,Other non-communicable diseases,181.8760117
Bahrain,HIV/AIDS and sexually transmitted infections,8.9112019
Bahrain,Respiratory infections and tuberculosis,94.55669506
Uganda,Neglected tropical diseases and malaria,23221.08651
Barbados,Cardiovascular diseases,905.4910376
United Republic of Tanzania,Neglected tropical diseases and malaria,17989.81709
Cyprus,Chronic respiratory diseases,541.0893873
United Arab Emirates,Chronic respiratory diseases,1777.866015
Slovenia,Musculoskeletal disorders,50.61332988
Slovenia,Other non-communicable diseases,188.387552
Gabon,Neglected tropical diseases and malaria,768.3837374
Tonga,Cardiovascular diseases,178.0659956
Belize,Self-harm and interpersonal violence,141.6522373
Cameroon,Musculoskeletal disorders,157.202235
Cameroon,Other non-communicable diseases,7362.402922
Cameroon,Skin and subcutaneous diseases,300.4042909
Bahrain,Enteric infections,14.92657303
Bahrain,Other infectious diseases,13.38699661
Bahrain,Maternal and neonatal disorders,38.23113721
Bahrain,Substance use disorders,9.699897629
Bahrain,Diabetes and kidney diseases,884.324416
United Arab Emirates,Neoplasms,5473.122885
Seychelles,Mental disorders,0.003920969
Tunisia,Neoplasms,10110.19578
Tunisia,Neurological disorders,3228.837095
Solomon Islands,Neoplasms,649.6044714
Solomon Islands,Neurological disorders,62.3609782
Malaysia,Unintentional injuries,4486.681873
Bulgaria,Nutritional deficiencies,11.45205285
United Republic of Tanzania,Chronic respiratory diseases,7001.098108
Egypt,Neoplasms,57934.45542
Cyprus,Skin and subcutaneous diseases,41.87569112
Cyprus,Transport injuries,212.6992257
Portugal,Skin and subcutaneous diseases,233.4300731
Portugal,Transport injuries,1092.186124
Portugal,Substance use disorders,233.206035
Côte d'Ivoire,Musculoskeletal disorders,96.75300682
Côte d'Ivoire,Other non-communicable diseases,6222.381176
United Arab Emirates,Transport injuries,3938.714623
United Arab Emirates,Unintentional injuries,1692.980235
Slovenia,Skin and subcutaneous diseases,16.04257891
Slovenia,Other infectious diseases,20.28574012
Slovenia,Maternal and neonatal disorders,16.65488168
Egypt,Nutritional deficiencies,815.6765191
Tonga,Other non-communicable diseases,11.03709674
Barbados,Chronic respiratory diseases,62.8082031
Barbados,Skin and subcutaneous diseases,86.2859819
Barbados,Transport injuries,32.58484403
Democratic Republic of the Congo,Neglected tropical diseases and malaria,63073.19714
Cuba,Neglected tropical diseases and malaria,1.912749409
Egypt,Neurological disorders,10675.22308
Egypt,Mental disorders,0.404203414
Bulgaria,Digestive diseases,4506.743376
Tunisia,Mental disorders,0.049485168
Tunisia,Self-harm and interpersonal violence,513.2623227
Egypt,Digestive diseases,69215.67637
Cameroon,Transport injuries,6797.066601
Cameroon,Other infectious diseases,7527.81407
Cameroon,Maternal and neonatal disorders,18604.97898
Cameroon,Substance use disorders,265.9552893
Cameroon,Diabetes and kidney diseases,9970.928249
Solomon Islands,Mental disorders,0.001410427
United Republic of Tanzania,Digestive diseases,14521.95968
United Republic of Tanzania,Unintentional injuries,9932.960406
